Player,Question,Player's answer
RandomBot11,Nutella is produced by the German company Ferrero.,True
RandomBot11,You are allowed to sell your soul on eBay.,False
RandomBot11,Haggis is traditionally ate on Burns Night.,True
RandomBot11,Gumbo is a stew that originated in Louisiana.,False
RandomBot3,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot3,Slovakia is a member of European Union-,True
RandomBot3,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot3,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot3,Pure water effectively conducts electricity ,False
RandomBot3,"When you cry in space, your tears stick to your face.",False
RandomBot3,A pasodoble is a type of Italian pasta sauce.,False
RandomBot3,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,False
RandomBot3,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,False
RandomBot3,Sitting for more than three hours a day can cut two years off a person&#039;s life expectancy.,True
RandomBot3,The color orange is named after the fruit.,True
RandomBot3,Slovakia is a member of European Union-,True
RandomBot3,Coca-Cola&#039;s original colour was green.,False
RandomBot3,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot3,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot3,The commercial UK channel ITV stands for &quot;International Television&quot;.,True
RandomBot3,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,False
RandomBot3,Nutella is produced by the German company Ferrero.,False
RandomBot3,Haggis is traditionally ate on Burns Night.,True
RandomBot3,Gumbo is a stew that originated in Louisiana.,True
RandomBot5,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot5,Gumbo is a stew that originated in Louisiana.,False
RandomBot5,Did Michael Jackson invent the moonwalk?,True
RandomBot5,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot5,Coca-Cola&#039;s original colour was green.,True
RandomBot5,"When you cry in space, your tears stick to your face.",True
RandomBot5,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot10,Nutella is produced by the German company Ferrero.,False
RandomBot10,An eggplant is a vegetable.,False
RandomBot10,Slovakia is a member of European Union-,True
RandomBot10,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot10,The National Animal of Scotland is the Unicorn.,True
RandomBot10,The Lego Group was founded in 1932.,True
RandomBot10,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,True
RandomBot10,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot10,Did Michael Jackson invent the moonwalk?,True
RandomBot13,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,True
RandomBot13,Gumbo is a stew that originated in Louisiana.,True
RandomBot13,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",False
RandomBot13,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot13,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot13,Slovakia is a member of European Union-,False
RandomBot13,French is an official language in Canada.,True
RandomBot13,Cucumbers are usually more than 90% water.,True
RandomBot13,The National Animal of Scotland is the Unicorn.,False
RandomBot13,"When you cry in space, your tears stick to your face.",False
RandomBot13,The National Animal of Scotland is the Unicorn.,True
RandomBot13,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot13,Did Michael Jackson invent the moonwalk?,True
RandomBot13,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot13,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,False
RandomBot13,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot13,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot13,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot13,Kissing someone for one minute burns about 2 calories.,True
RandomBot13,The commercial UK channel ITV stands for &quot;International Television&quot;.,True
RandomBot14,"When you cry in space, your tears stick to your face.",True
RandomBot14,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot14,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot14,Sitting for more than three hours a day can cut two years off a person&#039;s life expectancy.,True
RandomBot14,Nutella is produced by the German company Ferrero.,False
RandomBot14,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot14,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot14,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot14,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot15,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot15,The French word to travel is &quot;Travail&quot;,False
RandomBot15,The vapor produced by e-cigarettes is actually water.,False
RandomBot15,The sum of all the numbers on a roulette wheel is 666.,False
RandomBot15,Nutella is produced by the German company Ferrero.,False
RandomBot15,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",True
RandomBot15,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot15,The French word for &quot;glass&quot; is &quot;glace&quot;.,True
RandomBot6,Kissing someone for one minute burns about 2 calories.,True
RandomBot6,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot6,French is an official language in Canada.,True
RandomBot6,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",False
RandomBot6,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot6,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot6,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot6,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot6,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot6,Slovakia is a member of European Union-,False
RandomBot11,Kissing someone for one minute burns about 2 calories.,False
RandomBot11,"When you cry in space, your tears stick to your face.",True
RandomBot11,Slovakia is a member of European Union-,True
RandomBot11,Haggis is traditionally ate on Burns Night.,True
RandomBot11,The color orange is named after the fruit.,True
RandomBot11,Coca-Cola&#039;s original colour was green.,False
RandomBot11,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",True
RandomBot11,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot11,A pasodoble is a type of Italian pasta sauce.,False
RandomBot11,Pure water effectively conducts electricity ,True
RandomBot19,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot19,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",True
RandomBot19,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot19,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot19,"When you cry in space, your tears stick to your face.",False
RandomBot11,"In Scandinavian languages, the letter &Aring; means river.",False
RandomBot11,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot11,French is an official language in Canada.,False
RandomBot11,Slovakia is a member of European Union-,False
RandomBot11,Haggis is traditionally ate on Burns Night.,True
RandomBot11,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,True
RandomBot11,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot11,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot11,The vapor produced by e-cigarettes is actually water.,False
RandomBot11,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot1,Dihydrogen Monoxide is a dangerous chemical.,True
RandomBot1,The scientific name for the Southern Lights is Aurora Australis?,False
RandomBot1,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot1,Pure water effectively conducts electricity ,True
RandomBot1,Did Michael Jackson invent the moonwalk?,False
RandomBot1,The vapor produced by e-cigarettes is actually water.,False
RandomBot1,The French word for &quot;glass&quot; is &quot;glace&quot;.,True
RandomBot1,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot1,Slovakia is a member of European Union-,True
RandomBot1,&quot;Santa Claus&quot; is a variety of melon.,False
RandomBot12,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot12,Kissing someone for one minute burns about 2 calories.,True
RandomBot12,Pure water effectively conducts electricity ,True
RandomBot12,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,False
RandomBot12,You are allowed to sell your soul on eBay.,False
RandomBot12,Coca-Cola&#039;s original colour was green.,False
RandomBot12,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot12,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,True
RandomBot16,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot16,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot16,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,False
RandomBot16,The color orange is named after the fruit.,False
RandomBot16,French is an official language in Canada.,True
RandomBot16,The Great Wall of China is visible from the moon.,True
RandomBot16,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot16,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot16,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot3,The color orange is named after the fruit.,False
RandomBot3,The French word to travel is &quot;Travail&quot;,False
RandomBot3,The National Animal of Scotland is the Unicorn.,True
RandomBot3,Dihydrogen Monoxide is a dangerous chemical.,False
RandomBot3,The sum of all the numbers on a roulette wheel is 666.,False
RandomBot3,The Great Wall of China is visible from the moon.,False
RandomBot3,The Lego Group was founded in 1932.,True
RandomBot3,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot3,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,False
RandomBot3,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",False
RandomBot12,"In Scandinavian languages, the letter &Aring; means river.",False
RandomBot12,A pasodoble is a type of Italian pasta sauce.,False
RandomBot12,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot12,Slovakia is a member of European Union-,True
RandomBot12,Coca-Cola&#039;s original colour was green.,False
RandomBot12,The vapor produced by e-cigarettes is actually water.,True
RandomBot12,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot12,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,True
RandomBot12,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",False
RandomBot2,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,True
RandomBot2,Coca-Cola&#039;s original colour was green.,False
RandomBot2,Jingle Bells was originally meant for Thanksgiving,True
RandomBot2,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot2,Gumbo is a stew that originated in Louisiana.,False
RandomBot2,The vapor produced by e-cigarettes is actually water.,True
RandomBot2,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot2,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot2,An eggplant is a vegetable.,False
RandomBot2,Slovakia is a member of European Union-,False
RandomBot5,An eggplant is a vegetable.,False
RandomBot5,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot5,The color orange is named after the fruit.,True
RandomBot5,Coca-Cola&#039;s original colour was green.,True
RandomBot5,Kissing someone for one minute burns about 2 calories.,False
RandomBot5,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot5,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot5,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot5,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot5,Cucumbers are usually more than 90% water.,True
RandomBot9,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot9,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot9,Dihydrogen Monoxide is a dangerous chemical.,True
RandomBot9,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot9,Did Michael Jackson invent the moonwalk?,True
RandomBot9,The vapor produced by e-cigarettes is actually water.,False
RandomBot9,Cucumbers are usually more than 90% water.,True
RandomBot9,Jingle Bells was originally meant for Thanksgiving,True
RandomBot9,Slovakia is a member of European Union-,True
RandomBot9,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot5,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot5,Sitting for more than three hours a day can cut two years off a person&#039;s life expectancy.,True
RandomBot5,Slovakia is a member of European Union-,False
RandomBot5,The Lego Group was founded in 1932.,True
RandomBot5,The color orange is named after the fruit.,True
RandomBot5,An eggplant is a vegetable.,True
RandomBot4,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot4,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot4,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot4,Coca-Cola&#039;s original colour was green.,False
RandomBot4,"When you cry in space, your tears stick to your face.",True
RandomBot4,Kissing someone for one minute burns about 2 calories.,True
RandomBot4,Slovakia is a member of European Union-,True
RandomBot4,A pasodoble is a type of Italian pasta sauce.,False
RandomBot8,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,True
RandomBot8,The color orange is named after the fruit.,True
RandomBot8,Slovakia is a member of European Union-,True
RandomBot8,The Great Wall of China is visible from the moon.,True
RandomBot8,Gumbo is a stew that originated in Louisiana.,True
RandomBot8,"When you cry in space, your tears stick to your face.",True
RandomBot8,Haggis is traditionally ate on Burns Night.,True
RandomBot8,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot8,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,False
RandomBot8,French is an official language in Canada.,True
RandomBot8,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,False
RandomBot8,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot8,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot8,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot8,Dihydrogen Monoxide is a dangerous chemical.,True
RandomBot8,Slovakia is a member of European Union-,True
RandomBot8,The French word for &quot;glass&quot; is &quot;glace&quot;.,True
RandomBot8,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot8,Sitting for more than three hours a day can cut two years off a person&#039;s life expectancy.,True
RandomBot8,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot15,Gumbo is a stew that originated in Louisiana.,True
RandomBot15,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,False
RandomBot15,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot15,Cucumbers are usually more than 90% water.,True
RandomBot15,Coca-Cola&#039;s original colour was green.,False
RandomBot15,Jingle Bells was originally meant for Thanksgiving,True
RandomBot15,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot15,Did Michael Jackson invent the moonwalk?,True
RandomBot15,The color orange is named after the fruit.,True
RandomBot7,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,False
RandomBot7,Slovakia is a member of European Union-,False
RandomBot7,Coca-Cola&#039;s original colour was green.,False
RandomBot7,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot7,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot7,The National Animal of Scotland is the Unicorn.,True
RandomBot7,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot7,Cucumbers are usually more than 90% water.,True
RandomBot7,An eggplant is a vegetable.,False
RandomBot7,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot9,The Great Wall of China is visible from the moon.,False
RandomBot9,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,False
RandomBot9,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot9,The scientific name for the Southern Lights is Aurora Australis?,False
RandomBot9,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",False
RandomBot9,The National Animal of Scotland is the Unicorn.,True
RandomBot9,Haggis is traditionally ate on Burns Night.,False
RandomBot9,Gumbo is a stew that originated in Louisiana.,True
RandomBot9,Coca-Cola&#039;s original colour was green.,False
RandomBot9,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot7,The Lego Group was founded in 1932.,True
RandomBot7,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",True
RandomBot7,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,True
RandomBot7,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot7,Did Michael Jackson invent the moonwalk?,False
RandomBot7,French is an official language in Canada.,False
RandomBot7,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",False
RandomBot7,Coca-Cola&#039;s original colour was green.,False
RandomBot7,An eggplant is a vegetable.,False
RandomBot8,French is an official language in Canada.,True
RandomBot8,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot8,The color orange is named after the fruit.,True
RandomBot8,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot8,Slovakia is a member of European Union-,False
RandomBot8,Coca-Cola&#039;s original colour was green.,False
RandomBot8,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot8,The vapor produced by e-cigarettes is actually water.,False
RandomBot8,The National Animal of Scotland is the Unicorn.,True
RandomBot8,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot5,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot5,Kissing someone for one minute burns about 2 calories.,True
RandomBot5,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,False
RandomBot5,Dihydrogen Monoxide is a dangerous chemical.,True
RandomBot5,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot5,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot5,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot5,Gumbo is a stew that originated in Louisiana.,True
RandomBot5,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot5,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,False
RandomBot1,The average woman is 5 inches / 13 centimeters shorter than the average man.,False
RandomBot1,Haggis is traditionally ate on Burns Night.,True
RandomBot1,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot1,"In Scandinavian languages, the letter &Aring; means river.",False
RandomBot1,Coca-Cola&#039;s original colour was green.,False
RandomBot1,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot1,Dihydrogen Monoxide is a dangerous chemical.,False
RandomBot1,The color orange is named after the fruit.,False
RandomBot11,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot11,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",False
RandomBot11,The French word to travel is &quot;Travail&quot;,False
RandomBot11,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot11,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot11,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot11,Did Michael Jackson invent the moonwalk?,False
RandomBot11,The color orange is named after the fruit.,False
RandomBot11,Slovakia is a member of European Union-,False
RandomBot11,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot18,An eggplant is a vegetable.,True
RandomBot18,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,False
RandomBot18,Pure water effectively conducts electricity ,True
RandomBot18,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot18,The vapor produced by e-cigarettes is actually water.,False
RandomBot18,A pasodoble is a type of Italian pasta sauce.,False
RandomBot18,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot18,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot18,Nutella is produced by the German company Ferrero.,False
RandomBot18,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot18,Pure water effectively conducts electricity ,False
RandomBot18,Slovakia is a member of European Union-,False
RandomBot18,Haggis is traditionally ate on Burns Night.,True
RandomBot18,The Great Wall of China is visible from the moon.,True
RandomBot18,Kissing someone for one minute burns about 2 calories.,True
RandomBot18,Dihydrogen Monoxide is a dangerous chemical.,True
RandomBot18,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot18,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot18,Cucumbers are usually more than 90% water.,False
RandomBot18,The French word for &quot;glass&quot; is &quot;glace&quot;.,True
RandomBot17,"In Scandinavian languages, the letter &Aring; means river.",False
RandomBot17,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot17,Gumbo is a stew that originated in Louisiana.,True
RandomBot17,A pasodoble is a type of Italian pasta sauce.,False
RandomBot17,Pure water effectively conducts electricity ,True
RandomBot17,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot17,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot17,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot17,Did Michael Jackson invent the moonwalk?,True
RandomBot17,The color orange is named after the fruit.,True
RandomBot16,Pure water effectively conducts electricity ,False
RandomBot16,Slovakia is a member of European Union-,False
RandomBot16,The sum of all the numbers on a roulette wheel is 666.,False
RandomBot16,An eggplant is a vegetable.,True
RandomBot16,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,False
RandomBot16,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot16,Haggis is traditionally ate on Burns Night.,False
RandomBot16,Did Michael Jackson invent the moonwalk?,True
RandomBot16,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot16,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot14,Slovakia is a member of European Union-,True
RandomBot14,A pasodoble is a type of Italian pasta sauce.,False
RandomBot14,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot14,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot14,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot14,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot14,Did Michael Jackson invent the moonwalk?,False
RandomBot14,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot3,Gumbo is a stew that originated in Louisiana.,False
RandomBot3,The French word for &quot;glass&quot; is &quot;glace&quot;.,True
RandomBot3,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,False
RandomBot3,Cucumbers are usually more than 90% water.,False
RandomBot3,The Lego Group was founded in 1932.,True
RandomBot3,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,False
RandomBot3,Coca-Cola&#039;s original colour was green.,False
RandomBot3,Haggis is traditionally ate on Burns Night.,True
RandomBot3,"When you cry in space, your tears stick to your face.",False
RandomBot3,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,True
RandomBot16,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot16,The color orange is named after the fruit.,False
RandomBot16,The French word for &quot;glass&quot; is &quot;glace&quot;.,True
RandomBot16,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",False
RandomBot16,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,False
RandomBot16,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot16,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,True
RandomBot16,The vapor produced by e-cigarettes is actually water.,True
RandomBot16,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",True
RandomBot9,The color orange is named after the fruit.,True
RandomBot9,Haggis is traditionally ate on Burns Night.,True
RandomBot9,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot9,Did Michael Jackson invent the moonwalk?,False
RandomBot9,Sitting for more than three hours a day can cut two years off a person&#039;s life expectancy.,True
RandomBot9,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,True
RandomBot9,Gumbo is a stew that originated in Louisiana.,True
RandomBot9,Kissing someone for one minute burns about 2 calories.,True
RandomBot9,Pure water effectively conducts electricity ,False
RandomBot3,Cucumbers are usually more than 90% water.,True
RandomBot3,Did Michael Jackson invent the moonwalk?,False
RandomBot3,Haggis is traditionally ate on Burns Night.,True
RandomBot3,"When you cry in space, your tears stick to your face.",False
RandomBot3,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot3,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot3,Kissing someone for one minute burns about 2 calories.,True
RandomBot3,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",False
RandomBot3,Slovakia is a member of European Union-,False
RandomBot4,The Lego Group was founded in 1932.,False
RandomBot4,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot4,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot4,Cucumbers are usually more than 90% water.,False
RandomBot4,Kissing someone for one minute burns about 2 calories.,True
RandomBot4,Coca-Cola&#039;s original colour was green.,False
RandomBot4,The National Animal of Scotland is the Unicorn.,True
